Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-01-02,15:14:41,"""CNR6693689""",Cancelled by Driver,"""CID1792542""",Premier Sedan,Panipat,Barakhamba Road,3.2,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-09-26,19:16:00,"""CNR8629032""",No Driver Found,"""CID2499921""",Auto,Kashmere Gate ISBT,Seelampur,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-04-12,23:53:20,"""CNR7254287""",Completed,"""CID9542132""",Go Sedan,Udyog Bhawan,Hero Honda Chowk,6.9,43.6,null,null,null,null,null,null,246,12.92,3.8,4.2,UPI
2024-04-19,10:42:24,"""CNR8676881""",Cancelled by Customer,"""CID4693117""",Go Sedan,Kashmere Gate ISBT,Sohna Road,14.0,null,1,Change of plans,null,null,null,null,null,null,null,null,null
2024-07-13,20:46:51,"""CNR7299359""",Cancelled by Driver,"""CID8489730""",Go Sedan,Vatika Chowk,Lajpat Nagar,3.9,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-04-25,17:44:40,"""CNR7987251""",Completed,"""CID4788904""",Go Mini,Central Secretariat,Ashok Park Main,12.2,32.5,null,null,null,null,null,null,305,45.55,3.8,4.6,UPI
2024-03-07,10:57:29,"""CNR6912802""",Completed,"""CID8820452""",Premier Sedan,Vinobapuri,AIIMS,2.6,31.9,null,null,null,null,null,null,314,28.37,3.7,4.2,UPI
2024-12-11,09:34:11,"""CNR9179722""",Completed,"""CID3077818""",Go Mini,Ashok Park Main,Chanakyapuri,13.9,42.2,null,null,null,null,null,null,1435,14.93,3.7,3.1,Debit Card
2024-12-28,18:13:22,"""CNR3587096""",Completed,"""CID2327094""",Go Mini,Central Secretariat,Maidan Garhi,6.8,18.5,null,null,null,null,null,null,1290,14.43,4.7,4.9,Uber Wallet
2024-01-15,06:30:17,"""CNR9292055""",Completed,"""CID5253096""",Auto,Bhiwadi,AIIMS,8.8,20.3,null,null,null,null,null,null,320,16.59,3.8,5.0,UPI
2024-01-13,07:33:21,"""CNR8410706""",Completed,"""CID4328366""",Auto,Yamuna Bank,Noida Extension,7.9,33.3,null,null,null,null,null,null,1046,28.03,3.4,4.2,Cash
2024-09-25,17:21:27,"""CNR8333994""",Completed,"""CID4176213""",Premier Sedan,Punjabi Bagh,Laxmi Nagar,4.4,31.5,null,null,null,null,null,null,814,38.92,3.6,3.8,Cash
2024-07-05,19:13:29,"""CNR9746634""",Completed,"""CID1773818""",Auto,Subhash Nagar,INA Market,11.9,19.6,null,null,null,null,null,null,964,43.99,3.8,4.9,Cash
2024-10-25,16:27:36,"""CNR6544589""",Completed,"""CID1707539""",eBike,Narsinghpur,Nirman Vihar,8.5,36.0,null,null,null,null,null,null,410,39.34,4.3,4.1,UPI
2024-11-24,05:46:42,"""CNR8847783""",Completed,"""CID9293486""",Premier Sedan,Rohini,Azadpur,9.4,17.3,null,null,null,null,null,null,264,36.12,4.9,4.2,Credit Card
2024-11-15,10:00:14,"""CNR4856441""",Completed,"""CID9095612""",Go Sedan,Khan Market,Pitampura,5.4,30.7,null,null,null,null,null,null,366,24.81,4.6,4.6,UPI
2024-05-27,22:54:51,"""CNR1530545""",Cancelled by Driver,"""CID3410315""",Auto,DLF Phase 3,Maidan Garhi,4.8,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-05-06,06:06:44,"""CNR3617985""",Cancelled by Driver,"""CID6746495""",Auto,Rithala,Aya Nagar,4.2,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-12-25,13:40:56,"""CNR5220725""",Completed,"""CID2408226""",Auto,Ardee City,Bhiwadi,11.0,22.8,null,null,null,null,null,null,661,11.12,4.3,5.0,Credit Card
2024-05-05,21:20:05,"""CNR5247739""",Completed,"""CID1292134""",Go Mini,Sarai Kale Khan,Noida Sector 18,8.7,38.5,null,null,null,null,null,null,403,34.58,4.6,4.5,Cash
2024-04-25,04:52:14,"""CNR5798154""",Completed,"""CID8108684""",Go Mini,Kadarpur,Nawada,12.7,43.4,null,null,null,null,null,null,459,26.27,3.8,5.0,UPI
2024-06-15,09:40:43,"""CNR6253380""",No Driver Found,"""CID5478708""",Premier Sedan,Mayur Vihar,New Delhi Railway Station,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-03-24,08:25:04,"""CNR8534047""",Completed,"""CID7063168""",Bike,Civil Lines Gurgaon,Sultanpur,5.2,40.8,null,null,null,null,null,null,442,8.77,4.2,4.9,Cash
2024-11-05,18:10:23,"""CNR6836765""",Incomplete,"""CID2693954""",eBike,Pulbangash,RK Puram,8.9,21.7,null,null,null,null,1,Other Issue,382,17.87,null,null,Uber Wallet
2024-04-05,16:27:55,"""CNR7645508""",Completed,"""CID8135918""",Go Sedan,Yamuna Bank,Jama Masjid,10.0,34.3,null,null,null,null,null,null,458,17.3,4.0,3.7,UPI
2024-12-15,18:12:06,"""CNR4079208""",Cancelled by Customer,"""CID9975857""",Go Sedan,Preet Vihar,Hauz Khas,9.2,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null,null
2024-05-13,21:28:40,"""CNR9351447""",Completed,"""CID6686925""",Auto,Anand Vihar,Pataudi Chowk,5.8,24.9,null,null,null,null,null,null,476,27.43,4.6,4.7,UPI
2024-04-19,11:26:12,"""CNR4045892""",Cancelled by Driver,"""CID5689741""",Bike,Udyog Vihar,Faridabad Sector 15,10.1,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-02-11,07:29:40,"""CNR6542248""",Completed,"""CID6704563""",Go Sedan,Indirapuram,Okhla,2.8,43.9,null,null,null,null,null,null,388,40.95,4.9,4.4,UPI
2024-10-19,06:17:13,"""CNR1253950""",Cancelled by Driver,"""CID3011952""",Go Mini,Moti Nagar,Akshardham,9.3,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-07-03,15:34:59,"""CNR7703216""",No Driver Found,"""CID8616664""",Auto,Samaypur Badli,Noida Extension,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-10-18,15:25:14,"""CNR9014088""",No Driver Found,"""CID9694130""",eBike,Mundka,Badshahpur,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-06-16,22:33:01,"""CNR5959294""",Completed,"""CID9001895""",Go Sedan,Sushant Lok,Palam Vihar,13.7,29.4,null,null,null,null,null,null,325,15.08,4.5,4.7,Cash
2024-01-15,10:30:03,"""CNR1550147""",Completed,"""CID1467399""",Uber XL,IIT Delhi,DLF Phase 3,5.6,38.3,null,null,null,null,null,null,2654,37.79,4.1,4.0,UPI
2024-08-10,14:27:33,"""CNR1179894""",Cancelled by Driver,"""CID2513608""",Auto,Nawada,Noida Film City,3.7,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-08-19,12:26:06,"""CNR2292059""",Completed,"""CID6809847""",Auto,Dwarka Sector 21,Model Town,6.3,27.9,null,null,null,null,null,null,158,34.64,3.1,4.6,Credit Card
2024-07-28,16:27:47,"""CNR1366082""",Completed,"""CID2697259""",Go Sedan,Sarai Kale Khan,Munirka,6.5,19.6,null,null,null,null,null,null,887,18.95,4.6,3.6,UPI
2024-12-19,19:31:55,"""CNR2798479""",Incomplete,"""CID1556869""",Auto,Udyog Vihar,Okhla,4.3,22.9,null,null,null,null,1,Vehicle Breakdown,327,17.68,null,null,UPI
2024-05-09,17:25:18,"""CNR6015922""",Completed,"""CID9433735""",eBike,Moolchand,Kanhaiya Nagar,13.9,42.9,null,null,null,null,null,null,103,17.94,4.8,3.4,UPI
2024-07-01,16:47:54,"""CNR2501219""",Completed,"""CID1394968""",Go Sedan,New Colony,Kaushambi,5.7,21.4,null,null,null,null,null,null,437,6.8,4.2,4.6,Debit Card
2024-06-14,05:26:45,"""CNR9656699""",Completed,"""CID5309845""",Go Mini,Sohna Road,Rohini East,7.4,30.3,null,null,null,null,null,null,254,41.76,3.1,4.6,UPI
2024-09-16,02:15:58,"""CNR6017655""",Completed,"""CID4333132""",Auto,Bhiwadi,South Extension,10.2,33.4,null,null,null,null,null,null,502,6.54,4.7,3.8,Uber Wallet
2024-07-31,09:46:50,"""CNR8348788""",Completed,"""CID2050618""",eBike,Ghitorni,Cyber Hub,9.3,25.9,null,null,null,null,null,null,885,18.58,4.3,3.7,UPI
2024-11-03,21:48:18,"""CNR2471196""",Completed,"""CID1554328""",Premier Sedan,Lal Quila,Ghaziabad,8.4,20.1,null,null,null,null,null,null,120,6.02,3.1,4.2,UPI
2024-10-21,16:44:55,"""CNR6154918""",Completed,"""CID9550740""",Go Mini,AIIMS,Okhla,6.7,27.0,null,null,null,null,null,null,178,23.95,4.7,4.4,UPI
2024-03-04,14:56:24,"""CNR9775160""",Cancelled by Driver,"""CID4013409""",Go Mini,Seelampur,Mayur Vihar,9.9,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-07-15,17:15:27,"""CNR8852201""",Incomplete,"""CID9695467""",Bike,Huda City Centre,Udyog Bhawan,8.5,21.3,null,null,null,null,1,Other Issue,687,19.43,null,null,UPI
2024-09-22,21:02:23,"""CNR3999410""",Completed,"""CID9042167""",eBike,Golf Course Road,Vishwavidyalaya,13.5,39.1,null,null,null,null,null,null,742,37.7,3.5,4.6,UPI
2024-08-08,01:04:50,"""CNR9014489""",Completed,"""CID6329097""",Go Mini,Udyog Bhawan,Golf Course Road,12.0,24.6,null,null,null,null,null,null,939,40.39,4.6,4.9,Cash
2024-07-24,10:22:46,"""CNR7100166""",Completed,"""CID7214703""",Go Mini,Old Gurgaon,Civil Lines Gurgaon,9.5,41.4,null,null,null,null,null,null,374,4.97,4.3,4.9,Cash
2024-03-25,17:22:46,"""CNR8405357""",Completed,"""CID2761172""",Auto,Uttam Nagar,Sonipat,13.2,21.6,null,null,null,null,null,null,163,33.53,4.5,3.8,Uber Wallet
2024-01-22,18:01:59,"""CNR8854282""",Completed,"""CID9394248""",Go Mini,Huda City Centre,Rohini,2.5,18.4,null,null,null,null,null,null,58,15.8,3.7,3.4,Cash
2024-10-12,07:07:20,"""CNR3494888""",Cancelled by Driver,"""CID8398905""",Go Sedan,Bhiwadi,Palam Vihar,9.8,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-06-19,08:10:14,"""CNR8226058""",Completed,"""CID5776554""",Auto,RK Puram,Sarojini Nagar,12.7,16.9,null,null,null,null,null,null,635,24.65,3.5,3.3,UPI
2024-03-07,08:05:11,"""CNR6907128""",Completed,"""CID4037870""",Premier Sedan,Vatika Chowk,RK Puram,10.1,34.2,null,null,null,null,null,null,392,20.3,3.1,4.5,Cash
2024-01-24,08:18:57,"""CNR7311455""",Completed,"""CID2183604""",Auto,INA Market,Bhiwadi,7.4,23.6,null,null,null,null,null,null,523,41.34,4.3,4.6,Credit Card
2024-04-21,00:28:32,"""CNR2737098""",Completed,"""CID1349119""",Go Mini,South Extension,Ashok Vihar,11.0,18.2,null,null,null,null,null,null,122,23.61,4.6,4.3,Cash
2024-07-29,19:36:38,"""CNR1899075""",Completed,"""CID8711506""",Bike,Meerut,Indirapuram,10.1,17.0,null,null,null,null,null,null,507,26.72,4.2,4.2,Credit Card
2024-01-04,10:55:55,"""CNR8734100""",Completed,"""CID8950413""",Premier Sedan,Ardee City,Panipat,5.5,34.8,null,null,null,null,null,null,540,42.26,4.2,4.3,UPI
2024-11-02,09:52:47,"""CNR2876727""",Completed,"""CID3024183""",Go Sedan,IIT Delhi,Satguru Ram Singh Marg,12.6,33.1,null,null,null,null,null,null,505,32.71,4.6,4.7,Cash
2024-04-01,05:35:52,"""CNR7480448""",Completed,"""CID5754196""",Auto,Golf Course Road,Ashram,9.0,22.1,null,null,null,null,null,null,54,11.07,4.7,4.9,Credit Card
2024-02-19,20:16:28,"""CNR8805764""",Completed,"""CID1843911""",Go Sedan,Patel Chowk,Saidulajab,10.4,22.0,null,null,null,null,null,null,263,41.56,4.9,4.9,UPI
2024-08-18,20:50:01,"""CNR2859983""",Completed,"""CID3143202""",Premier Sedan,Panipat,Sonipat,13.9,26.2,null,null,null,null,null,null,870,31.21,4.2,3.9,Cash
2024-05-06,11:59:13,"""CNR8930172""",Completed,"""CID8352786""",Auto,Anand Vihar,Sohna Road,13.9,26.7,null,null,null,null,null,null,383,8.03,4.2,4.8,UPI
2024-07-24,10:52:42,"""CNR7545946""",Cancelled by Driver,"""CID5622277""",Go Mini,Kirti Nagar,Kherki Daula Toll,6.2,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-06-05,15:09:57,"""CNR5340688""",Completed,"""CID6922102""",Auto,Hauz Khas,Mandi House,2.5,38.3,null,null,null,null,null,null,226,8.97,4.2,4.9,Debit Card
2024-09-27,08:48:32,"""CNR1764976""",Completed,"""CID2880973""",Go Sedan,Tughlakabad,Govindpuri,7.8,36.0,null,null,null,null,null,null,90,27.85,4.4,4.1,Credit Card
2024-10-15,15:27:57,"""CNR1366662""",Completed,"""CID6579705""",Go Mini,Madipur,Indraprastha,4.8,40.1,null,null,null,null,null,null,963,17.42,3.9,4.7,Cash
2024-02-22,20:31:39,"""CNR3177931""",Completed,"""CID8408544""",Uber XL,Shahdara,ITO,8.6,42.5,null,null,null,null,null,null,495,35.52,4.9,4.7,Cash
2024-02-27,19:16:39,"""CNR9897636""",Completed,"""CID7953403""",Auto,Ghitorni Village,Vishwavidyalaya,13.5,37.4,null,null,null,null,null,null,229,44.02,4.3,3.6,Uber Wallet
2024-06-18,22:25:18,"""CNR6020763""",Completed,"""CID1823774""",Go Sedan,Saket,Rajiv Nagar,3.8,44.7,null,null,null,null,null,null,759,24.08,4.8,4.9,Credit Card
2024-08-07,15:53:05,"""CNR5704639""",Completed,"""CID4295482""",Go Mini,Vaishali,Sikanderpur,7.8,16.7,null,null,null,null,null,null,820,17.24,3.2,4.6,Debit Card
2024-06-21,17:49:27,"""CNR8838213""",Incomplete,"""CID6434226""",Go Sedan,Bhikaji Cama Place,Bahadurgarh,3.1,23.3,null,null,null,null,1,Customer Demand,388,4.47,null,null,Cash
2024-05-20,20:59:30,"""CNR1178181""",Incomplete,"""CID6271503""",Premier Sedan,Palam Vihar,Moti Nagar,6.9,14.7,null,null,null,null,1,Vehicle Breakdown,444,18.75,null,null,UPI
2024-04-30,14:05:14,"""CNR8157699""",Incomplete,"""CID8825446""",Uber XL,Kashmere Gate ISBT,Arjangarh,4.5,13.2,null,null,null,null,1,Vehicle Breakdown,1265,4.55,null,null,Cash
2024-11-03,21:49:34,"""CNR6953152""",Completed,"""CID5646963""",Bike,Dwarka Mor,Cyber Hub,7.4,17.6,null,null,null,null,null,null,219,39.88,3.0,4.1,Cash
2024-02-28,12:05:56,"""CNR7408856""",Completed,"""CID6689100""",Go Mini,Civil Lines Gurgaon,Delhi Gate,9.0,15.4,null,null,null,null,null,null,748,42.38,3.1,4.1,Cash
2024-05-26,14:28:13,"""CNR9114999""",Completed,"""CID4275720""",Bike,Bhiwadi,Sultanpur,4.1,34.0,null,null,null,null,null,null,154,20.77,4.7,4.2,Credit Card
2024-06-10,11:42:46,"""CNR1706918""",Completed,"""CID1904446""",Premier Sedan,Chanakyapuri,DLF Phase 3,8.4,29.0,null,null,null,null,null,null,793,46.79,4.2,3.2,Cash
2024-11-10,11:32:31,"""CNR1439211""",Completed,"""CID2966001""",Go Mini,Kashmere Gate,Old Gurgaon,11.8,33.9,null,null,null,null,null,null,650,11.62,4.1,4.0,Uber Wallet
2024-10-22,12:09:07,"""CNR4964597""",Cancelled by Driver,"""CID5934153""",Go Mini,Moti Nagar,Dilshad Garden,11.3,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-10-16,12:03:36,"""CNR4911040""",Cancelled by Driver,"""CID6997085""",Auto,Preet Vihar,Okhla,8.0,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-08-28,16:25:34,"""CNR3010473""",Completed,"""CID3818105""",Auto,Janakpuri,Khandsa,2.1,23.9,null,null,null,null,null,null,943,4.09,4.3,5.0,Debit Card
2024-01-13,09:40:56,"""CNR2457102""",Incomplete,"""CID6096231""",Go Sedan,Noida Sector 62,Mayur Vihar,9.0,25.1,null,null,null,null,1,Vehicle Breakdown,476,3.65,null,null,UPI
2024-12-08,22:05:41,"""CNR3739983""",Cancelled by Customer,"""CID8935361""",Go Sedan,Nirman Vihar,Subhash Chowk,9.4,null,1,AC is not working,null,null,null,null,null,null,null,null,null
2024-10-12,19:25:17,"""CNR5807309""",Cancelled by Driver,"""CID5354415""",Bike,Civil Lines Gurgaon,Netaji Subhash Place,10.5,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-12-06,18:14:03,"""CNR9102337""",Completed,"""CID8031992""",Bike,Noida Sector 62,Sarai Kale Khan,12.3,44.8,null,null,null,null,null,null,350,11.12,4.1,3.7,UPI
2024-10-05,18:02:40,"""CNR5419022""",Cancelled by Customer,"""CID6352725""",Go Mini,DLF Phase 3,Faridabad Sector 15,10.5,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null,null
2024-01-05,19:36:05,"""CNR7779956""",Cancelled by Driver,"""CID2945167""",eBike,Badshahpur,Dilshad Garden,10.8,null,null,null,1,More than permitted people in there,null,null,null,null,null,null,null
2024-01-07,21:16:46,"""CNR5200428""",Completed,"""CID3449016""",Auto,Greater Noida,Shahdara,15.0,23.2,null,null,null,null,null,null,260,46.48,4.2,4.5,UPI
2024-03-09,12:02:23,"""CNR5529298""",Completed,"""CID8256794""",Auto,Sultanpur,Rohini,9.8,29.9,null,null,null,null,null,null,357,11.72,5.0,3.8,UPI
2024-09-07,12:06:36,"""CNR8042879""",Completed,"""CID3153442""",Uber XL,Anand Vihar ISBT,Shastri Park,8.7,18.5,null,null,null,null,null,null,868,35.88,4.9,4.7,Cash
2024-08-11,17:53:16,"""CNR5138991""",Completed,"""CID8930350""",Go Sedan,DLF Phase 3,Central Secretariat,10.7,24.8,null,null,null,null,null,null,322,38.9,4.5,4.6,Cash
2024-12-29,22:21:59,"""CNR3011172""",Cancelled by Driver,"""CID3656392""",Go Sedan,IIT Delhi,Indirapuram,10.6,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-05-25,06:57:55,"""CNR3333165""",Completed,"""CID2987239""",Go Sedan,Shastri Park,Ambience Mall,7.5,23.7,null,null,null,null,null,null,291,44.07,3.2,4.5,Uber Wallet
2024-01-22,12:41:39,"""CNR1734301""",Incomplete,"""CID4906550""",Go Sedan,Welcome,Ghitorni,5.9,14.7,null,null,null,null,1,Vehicle Breakdown,909,17.17,null,null,UPI
2024-06-27,08:23:07,"""CNR3480068""",Completed,"""CID3200911""",Bike,Lajpat Nagar,Rohini,10.4,43.0,null,null,null,null,null,null,339,22.62,3.4,4.4,UPI
2024-03-04,11:45:34,"""CNR9376310""",Completed,"""CID7347274""",Go Mini,Rohini West,AIIMS,13.6,16.8,null,null,null,null,null,null,91,29.96,3.3,4.4,Uber Wallet
2024-05-17,06:57:52,"""CNR7752628""",No Driver Found,"""CID2090798""",Bike,Barakhamba Road,Akshardham,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-06-23,11:39:48,"""CNR3336412""",Completed,"""CID2775094""",Bike,IGI Airport,Munirka,2.4,21.9,null,null,null,null,null,null,670,47.3,4.1,3.8,Uber Wallet
2024-06-18,12:05:10,"""CNR2366101""",Cancelled by Customer,"""CID3569739""",Auto,Sarojini Nagar,Moti Nagar,15.4,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-08-08,08:54:38,"""CNR5270445""",Completed,"""CID3942120""",Bike,Yamuna Bank,Badarpur,4.4,21.1,null,null,null,null,null,null,117,5.62,4.9,4.3,UPI
2024-03-25,10:01:34,"""CNR3445996""",No Driver Found,"""CID8303867""",Auto,Gurgaon Sector 29,AIIMS,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-01-12,12:56:44,"""CNR9729086""",Cancelled by Customer,"""CID1995647""",Auto,Vishwavidyalaya,Mansarovar Park,19.3,null,1,Driver is not moving towards pickup location,null,null,null,null,null,null,null,null,null
2024-06-22,20:09:00,"""CNR3516092""",Incomplete,"""CID1099125""",Bike,Panchsheel Park,Mandi House,2.1,12.5,null,null,null,null,1,Vehicle Breakdown,716,9.95,null,null,UPI
2024-11-27,17:15:00,"""CNR3132342""",Completed,"""CID2195036""",Premier Sedan,Hauz Rani,Lajpat Nagar,2.6,32.6,null,null,null,null,null,null,150,41.69,4.3,5.0,Credit Card
2024-11-14,15:55:37,"""CNR2597658""",Completed,"""CID7499392""",Go Sedan,Subhash Chowk,Basai Dhankot,4.0,42.1,null,null,null,null,null,null,99,22.6,4.4,4.6,Cash
2024-07-28,18:48:44,"""CNR4642717""",Cancelled by Driver,"""CID8602203""",Go Mini,Central Secretariat,Subhash Chowk,6.7,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-06-22,11:36:50,"""CNR4811651""",Completed,"""CID6968675""",Go Mini,RK Puram,Nawada,5.0,43.7,null,null,null,null,null,null,389,21.6,4.4,4.3,Cash
2024-07-27,12:16:45,"""CNR6015640""",Completed,"""CID8588540""",Go Sedan,Pitampura,Aya Nagar,11.0,30.2,null,null,null,null,null,null,1052,43.51,4.4,4.9,UPI
2024-01-30,20:35:54,"""CNR6980671""",Incomplete,"""CID8154599""",Auto,Shahdara,New Colony,6.6,23.9,null,null,null,null,1,Vehicle Breakdown,710,12.33,null,null,Cash
2024-05-10,16:43:51,"""CNR8040001""",Cancelled by Driver,"""CID1037976""",Go Mini,Moolchand,Panchsheel Park,7.6,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-12-13,13:59:43,"""CNR4165248""",Completed,"""CID2230363""",Bike,Chandni Chowk,Vinobapuri,5.5,37.9,null,null,null,null,null,null,160,16.72,3.8,4.1,UPI
2024-12-13,20:20:17,"""CNR3022219""",Completed,"""CID6801406""",Bike,Kanhaiya Nagar,Sultanpur,2.2,37.4,null,null,null,null,null,null,355,2.9,3.7,4.3,Cash
2024-07-19,19:32:37,"""CNR5504533""",Completed,"""CID1784863""",Go Sedan,Lal Quila,Tis Hazari,9.3,18.4,null,null,null,null,null,null,142,19.41,4.6,4.8,Cash
2024-07-28,22:15:26,"""CNR4728847""",No Driver Found,"""CID8623427""",Go Mini,Rithala,Mayur Vihar,null,null,null,null,null,null,null,null,null,null,null,null,null
2024-01-14,08:49:29,"""CNR8411859""",Cancelled by Driver,"""CID3177011""",Go Mini,Bhikaji Cama Place,Nirman Vihar,3.3,null,null,null,1,Personal & Car related issues,null,null,null,null,null,null,null
2024-10-06,17:00:38,"""CNR6968364""",Completed,"""CID1229983""",Auto,Kirti Nagar,Nirman Vihar,12.6,37.9,null,null,null,null,null,null,413,16.92,4.6,3.8,Uber Wallet
2024-05-09,13:15:49,"""CNR4816658""",Incomplete,"""CID7218905""",Bike,Ashram,Dwarka Sector 21,8.3,20.7,null,null,null,null,1,Customer Demand,227,19.78,null,null,UPI
2024-07-22,11:43:19,"""CNR1948309""",Completed,"""CID1348586""",Auto,Subhash Chowk,Rithala,4.4,19.1,null,null,null,null,null,null,536,23.78,4.2,4.2,UPI
2024-03-24,15:41:32,"""CNR8544642""",Completed,"""CID9186354""",eBike,DLF Phase 3,Rajiv Nagar,13.0,22.8,null,null,null,null,null,null,674,2.91,3.4,4.8,UPI
2024-07-30,17:59:36,"""CNR2078047""",Cancelled by Customer,"""CID8486075""",Go Mini,Ardee City,Sarai Kale Khan,19.5,null,1,Driver asked to cancel,null,null,null,null,null,null,null,null,null
2024-06-11,05:17:00,"""CNR8717290""",Cancelled by Driver,"""CID5906102""",Go Sedan,Munirka,Adarsh Nagar,10.5,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-09-17,06:16:30,"""CNR4129758""",Cancelled by Driver,"""CID7737061""",Bike,Satguru Ram Singh Marg,Rohini East,3.0,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-03-24,19:22:01,"""CNR6481762""",Completed,"""CID6558378""",Go Mini,Udyog Vihar,Anand Vihar ISBT,8.3,44.0,null,null,null,null,null,null,76,14.99,4.2,5.0,Cash
2024-08-30,07:10:56,"""CNR2173092""",Completed,"""CID3744152""",Premier Sedan,Udyog Bhawan,Central Secretariat,10.4,27.9,null,null,null,null,null,null,302,39.95,3.8,3.2,Debit Card
2024-11-15,19:27:46,"""CNR9254687""",Cancelled by Driver,"""CID7084926""",Go Mini,Chandni Chowk,New Colony,8.5,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-11-05,10:02:13,"""CNR8551942""",Completed,"""CID7799788""",Go Sedan,Vaishali,Pataudi Chowk,3.3,22.1,null,null,null,null,null,null,400,2.4,4.5,4.2,Uber Wallet
2024-09-03,21:45:46,"""CNR8775556""",Cancelled by Driver,"""CID7233735""",Go Mini,Sohna Road,INA Market,8.7,null,null,null,1,Customer related issue,null,null,null,null,null,null,null
2024-11-06,19:11:46,"""CNR7588204""",Completed,"""CID1417981""",eBike,Jahangirpuri,New Colony,6.0,21.6,null,null,null,null,null,null,549,32.73,4.2,4.4,UPI
2024-05-10,20:07:06,"""CNR2877482""",Cancelled by Customer,"""CID1309390""",Go Mini,Satguru Ram Singh Marg,Sohna Road,18.7,null,1,Wrong Address,null,null,null,null,null,null,null,null,null
2024-12-29,11:45:06,"""CNR1138048""",Completed,"""CID1549651""",Auto,Kadarpur,Shivaji Park,9.2,21.5,null,null,null,null,null,null,433,37.48,4.3,4.6,Cash
2024-05-30,20:57:22,"""CNR3117446""",Incomplete,"""CID6865430""",Go Sedan,Connaught Place,Malviya Nagar,7.6,17.8,null,null,null,null,1,Customer Demand,223,11.6,null,null,UPI
2024-05-02,10:27:24,"""CNR3297148""",Completed,"""CID5272249""",Go Sedan,Mehrauli,Gurgaon Sector 29,14.9,26.3,null,null,null,null,null,null,265,40.92,4.2,3.7,Cash
2024-08-31,16:46:40,"""CNR4348717""",Completed,"""CID7078577""",Auto,Golf Course Road,MG Road,4.7,23.3,null,null,null,null,null,null,317,34.17,4.9,4.3,Credit Card
2024-09-04,21:11:44,"""CNR6195252""",Cancelled by Driver,"""CID6246548""",Go Sedan,Madipur,Huda City Centre,8.4,null,null,null,1,The customer was coughing/sick,null,null,null,null,null,null,null
2024-04-11,18:17:24,"""CNR8684931""",Completed,"""CID1527918""",eBike,Gwal Pahari,Meerut,14.0,16.5,null,null,null,null,null,null,455,7.27,3.7,4.8,Cash
2024-12-17,18:08:18,"""CNR8248641""",Completed,"""CID1729528""",Premier Sedan,MG Road,Botanical Garden,11.6,35.5,null,null,null,null,null,null,953,10.63,4.7,4.4,UPI
2024-05-28,16:25:03,"""CNR9748817""",Completed,"""CID8911523""",Bike,Shivaji Park,Connaught Place,9.9,20.3,null,null,null,null,null,null,130,22.52,4.7,4.6,UPI
2024-11-09,21:36:43,"""CNR7955852""",Incomplete,"""CID5636476""",Go Sedan,RK Puram,Maidan Garhi,2.7,21.3,null,null,null,null,1,Other Issue,867,6.64,null,null,UPI
2024-10-14,17:45:54,"""CNR1432634""",Completed,"""CID9888617""",Go Mini,Greater Kailash,Shastri Nagar,12.4,31.5,null,null,null,null,null,null,474,12.89,4.0,4.6,Debit Card
2024-10-02,15:27:54,"""CNR6413526""",Completed,"""CID5120585""",eBike,Faridabad Sector 15,Barakhamba Road,4.7,20.1,null,null,null,null,null,null,252,28.43,4.3,3.8,Cash
